"","X","LRR","var.LRR","scale","col","ID.study","ID.case","system","pr.st"
"59",3.291892878,0.660990068925414,0.000566033594078408,1.6519150011637,"darkblue","BBH083",59,"freshwater",0.750194670708753
"62",3.004151153,0.826678573184468,0.00463036777210884,1.53047714338106,"darkblue","BBH085",62,"freshwater",0.554361045974309
"63",3.004151153,1.15267950993839,0.010625064122294,1.48248648878966,"darkblue","BBH085",63,"freshwater",0.554361045974309
"64",3.258562141,1.06784063000136,0.0144735709366391,1.46462628137962,"darkblue","BBH086",64,"freshwater",0.727510164171579
"65",3.258562141,0.65232518603969,0.00711481481481481,1.50565827121625,"darkblue","BBH086",65,"freshwater",0.727510164171579
"66",3.341975504,0.889857474806,0.0074328408111827,1.50313162582313,"darkblue","BBH087",66,"freshwater",0.784280315346491
"67",3.341975504,1.00330210886378,0.00467477808386899,1.52992561302497,"darkblue","BBH087",67,"freshwater",0.784280315346491
"68",3.371700842,0.545227050483323,0.000489666474130085,1.66028895559937,"darkblue","BBH088",68,"freshwater",0.804511029842265
"69",3.371700842,0.575364144903562,0.00192945887631459,1.5810573268351,"darkblue","BBH088",69,"freshwater",0.804511029842265
"70",0.745844449,0,0.00374855824682814,1.54268397748412,"darkblue","BBH089",70,"freshwater",-0.982615864852286
"71",0.745844449,0,0.00300092336103416,1.55553715130254,"darkblue","BBH089",71,"freshwater",-0.982615864852286
"72",1.597569441,0.603535021870258,0.00548044217687075,1.52073839977196,"darkblue","BBH090",72,"freshwater",-0.402941879578598
"73",1.597569441,0.843429383609283,0.0110249843195336,1.48035162901007,"darkblue","BBH090",73,"freshwater",-0.402941879578598
"74",3.157515543,0.843429383609283,0.0127293914293461,1.47204581589982,"darkblue","BBH091",74,"freshwater",0.658739041202102
"75",3.157515543,1.04860186809345,0.00101233272880186,1.61832422782652,"darkblue","BBH091",75,"freshwater",0.658739041202102
"76",3.650972698,1.08401348924696,0.00367388142847487,1.5438466549898,"darkblue","BBH092",76,"freshwater",0.994580161619367
"77",3.650972698,0.980829253011726,0.0120110544217687,1.4754020194387,"darkblue","BBH092",77,"freshwater",0.994580161619367
"80",4.346212176,2.29517515676534,0.13303587407147,1.33645382752462,"darkblue","BBH152",80,"freshwater",1.46775195147787
"81",4.346212176,2.0548970862171,0.152931312407635,1.32840106338808,"darkblue","BBH152",81,"freshwater",1.46775195147787
"141",3.218875825,2.38158589572922,0.0272081298411305,1.42815620679316,"darkgreen","DSG055",141,"terrestrial",0.700500125517516
"142",3.218875825,2.10235741808405,0.0179358214511534,1.45223393850352,"darkgreen","DSG055",142,"terrestrial",0.700500125517516
"143",3.218875825,1.87188539226473,0.0164390238438734,1.45726897378703,"darkgreen","DSG055",143,"terrestrial",0.700500125517516
"144",2.522558173,1.70804203276436,0.360899727367695,1.27879073777322,"darkblue","DSG056",144,"freshwater",0.226594543149379
"145",2.522558173,0.901144746760227,0.201083182163454,1.31258503112353,"darkblue","DSG056",145,"freshwater",0.226594543149379
"146",2.302585093,2.00459277142975,0.0384237914597827,1.40821289721215,"darkblue","DSG059",146,"freshwater",0.0768834590151615
"147",2.302585093,0.869034514787192,0.210100346913106,1.31005043121127,"darkblue","DSG059",147,"freshwater",0.0768834590151615
"148",2.302585093,0.240391937410324,0.0187412620945366,1.44969580734311,"darkblue","DSG059",148,"freshwater",0.0768834590151615
"149",2.302585093,0.0366839122106724,0.0391182947053742,1.40717786492311,"darkblue","DSG059",149,"freshwater",0.0768834590151615
"150",5.940247724,0.574537487449688,0.0183147036721985,1.45102609344834,"darkblue","EEC001",150,"freshwater",2.55263374719379
"151",2.812657446,1.14169439908985,0.0160521098497428,1.45864515488687,"darkblue","EEC002",151,"freshwater",0.424032687250368
"152",2.602689685,1.84366765515579,0.0285937382317448,1.42528617614323,"darkblue","EEC004",152,"freshwater",0.281131105236131
"153",2.602689685,1.16735538294364,0.166935353328647,1.32333853367633,"darkblue","EEC005",153,"freshwater",0.281131105236131
"170",4.891483234,0.726990218832564,0.00956651810641947,1.48855026579263,"darkgreen","EEC031",170,"terrestrial",1.83885700324235
"171",4.43443361,0.77512932348974,0.0422200818470083,1.40276894072848,"darkgreen","EEC032",171,"terrestrial",1.52779441907443
"172",3.86899069,0.291197014559225,1.3693123588788e-06,2,"darkgreen","EEC036",172,"terrestrial",1.14296063591688
"173",3.86899069,0.150282203049338,0.565980722803987,1.25279217943062,"darkgreen","EEC036",173,"terrestrial",1.14296063591688
"178",5.07064799,-0.384845820905429,0.0592296548119161,1.38320897975298,"darkgreen","EEC048",178,"terrestrial",1.9607944233094
"179",3.428476085,1.07728446602729,0.047320782747867,1.39617895480357,"darkgreen","EEC049",179,"terrestrial",0.843151590685044
"197",6.458333828,0.680131812447875,0.00975715310960938,1.48741019299674,"darkgreen","EEC078",197,"terrestrial",2.90523703985448
"207",3.320890089,1.83258146374831,0.0474083333333333,1.39607215236231,"darkblue","ETB015",207,"freshwater",0.769929830555034
"208",3.320890089,1.25276296849537,44.9659863945578,1,"darkblue","ETB015",208,"freshwater",0.769929830555034
"211",0.693147181,-0.15541410387403,1.97006696874986,1.18072567468828,"darkblue","ETB021",211,"freshwater",-1.01848100400109
"212",0.693147181,-1.58923520511658,0.148105476884631,1.33025372300592,"darkblue","ETB021",212,"freshwater",-1.01848100400109
"213",2.815633808,-0.635988766719997,0.00141060418357612,1.59915517848607,"darkblue","ETB024",213,"freshwater",0.42605836412772
"214",2.815633808,-0.470003629245736,0.0216666666666667,1.44131501043409,"darkblue","ETB024",214,"freshwater",0.42605836412772
"215",2.815633808,1.77833644889591,0.0768038044801558,1.36819596713354,"darkblue","ETB025",215,"freshwater",0.42605836412772
"216",2.815633808,1.58240924004618,1.47631311551747,1.19739626409363,"darkblue","ETB025",216,"freshwater",0.42605836412772
"221",-0.207435885,1.68527598882561,0.0491859963790735,1.39394522658646,"darkblue","ETB029",221,"freshwater",-1.6314072182623
"222",-0.207435885,2.65803978052755,1.83260424539189,1.18490485328987,"darkblue","ETB029",222,"freshwater",-1.6314072182623
"227",1.059626842,0.40234498082359,0.0175234497836347,1.45357789149836,"darkblue","HLH020",227,"freshwater",-0.769059268571236
"228",1.059626842,0.838157028814684,0.00635919636855802,1.51214561677002,"darkblue","HLH020",228,"freshwater",-0.769059268571236
"239",4.308463557,2.13750534344826,0.148275199622688,1.33018754774257,"darkblue","HLH027",239,"freshwater",1.442060686551
"240",4.308463557,2.2192034841567,0.147353686408088,1.33054776257659,"darkblue","HLH027",240,"freshwater",1.442060686551
"241",3.184878125,1.77703166224502,0.208188658792169,1.31057857126091,"darkblue","HLH028",241,"freshwater",0.677361691827949
"242",3.184878125,0.343018905091058,0.112504710052657,1.34613908121908,"darkblue","HLH028",242,"freshwater",0.677361691827949
"245",1.814643763,3.09751496776313,18.3839962598393,1.05167968080743,"darkblue","HLH039",245,"freshwater",-0.255203655954506
"246",1.814643763,0.393904285575523,0.0599685033462267,1.38249267650581,"darkblue","HLH039",246,"freshwater",-0.255203655954506
"253",0.69104413,-0.192499256388943,0.0941090837253809,1.35645510345915,"darkblue","HLH049",253,"freshwater",-1.01991231571069
"254",0.69104413,0.0424730582645967,0.0141090426064123,1.46610014867865,"darkblue","HLH049",254,"freshwater",-1.01991231571069
"255",2.561446727,0.436329708008404,0.303473441206144,1.28880431460842,"darkblue","HLH050",255,"freshwater",0.253061634394144
"256",2.561446727,-0.699144218531641,0.0761129421739838,1.36871805655009,"darkblue","HLH050",256,"freshwater",0.253061634394144
"257",0.809694886,0.454878268235425,0.0850754466522848,1.3622860084763,"darkblue","HLH051",257,"freshwater",-0.939160010409944
"258",0.809694886,-0.444638238085824,0.0672717742915633,1.37585255698067,"darkblue","HLH051",258,"freshwater",-0.939160010409944
"269",0.124060459,-0.54855930540774,0.0466135906588319,1.39704896940793,"darkblue","HLH057",269,"freshwater",-1.40579471582896
"270",0.124060459,0.416798760013974,0.0185892152110774,1.45016648314142,"darkblue","HLH057",270,"freshwater",-1.40579471582896
"271",0.70729395,0.509615767975847,0.0323183105739644,1.41821126749929,"darkblue","HLH058",271,"freshwater",-1.00885287985069
"272",0.70729395,0.761533989875067,0.0420221364507172,1.40304047327774,"darkblue","HLH058",272,"freshwater",-1.00885287985069
"273",2.686996792,0.441175381107663,0.0855966145816434,1.36193313250561,"darkblue","HLH059",273,"freshwater",0.338509528037637
"274",2.686996792,0.19971354083601,0.0924582528294911,1.35747765168102,"darkblue","HLH059",274,"freshwater",0.338509528037637
"275",0.403090461,0.200445108183734,0.020627607976919,1.4441545725964,"darkcyan","HLH060",275,"marine",-1.2158901870321
"276",0.403090461,0.115569117584291,0.0411817742114726,1.40420766727464,"darkcyan","HLH060",276,"marine",-1.2158901870321
"277",0.403090461,0.295932675314662,0.26016359791095,1.29770143598055,"darkcyan","HLH061",277,"marine",-1.2158901870321
"278",0.403090461,0.974729658423011,0.0485529530515895,1.3946937016371,"darkcyan","HLH061",278,"marine",-1.2158901870321
"279",0.084339704,0.0980668323797024,0.0148745051499901,1.46304748548645,"darkcyan","HLH062",279,"marine",-1.43282819326029
"280",0.084339704,0.994350911536241,0.036916481308348,1.41052516898217,"darkcyan","HLH062",280,"marine",-1.43282819326029
"281",0.373323737,0.746032834363852,0.106917620144327,1.34908217572809,"darkcyan","HLH063",281,"marine",-1.23614906835142
"282",0.373323737,-0.648104235907862,0.136048692851851,1.33515990624453,"darkcyan","HLH063",282,"marine",-1.23614906835142
"283",0.011079092,0.658791696436693,0.0112146251079135,1.47936621074187,"darkcyan","HLH064",283,"marine",-1.48268850183466
"284",0.011079092,1.18135241524145,0.0552735928517087,1.38720312321608,"darkcyan","HLH064",284,"marine",-1.48268850183466
"285",1.648155734,0.11879569397077,0.0149199798211315,1.46287110947872,"darkcyan","HLH092",285,"marine",-0.36851344512034
"286",1.648155734,0.156079320733664,0.0199781635687641,1.44600297590381,"darkcyan","HLH092",286,"marine",-0.36851344512034
"297",1.225416537,0.254669804960984,0.0271224218018546,1.42833850537577,"darkcyan","HLH138",297,"marine",-0.656224757290441
"298",1.225416537,0.159941083961963,0.0306792511668934,1.42121855164194,"darkcyan","HLH138",298,"marine",-0.656224757290441
"299",0.161641352,0.336472236621213,0.0580643990883525,1.38435704090789,"darkblue","HLH143",299,"freshwater",-1.38021760323972
"300",0.161641352,0.177681177237452,0.180498233852966,1.31882510715022,"darkblue","HLH143",300,"freshwater",-1.38021760323972
"375",0.504081332,0.501394848716667,0.0308544803664278,1.42088947285704,"darkblue","HLH501",375,"freshwater",-1.14715699120164
"376",0.504081332,0.713089024902476,0.169982408062453,1.3222933955847,"darkblue","HLH501",376,"freshwater",-1.14715699120164
"377",0.504081332,1.06476999321906,0.116497938554195,1.34412381155686,"darkblue","HLH501",377,"freshwater",-1.14715699120164
"378",0.504081332,1.62038079757523,0.0189695539703612,1.44899623067327,"darkblue","HLH501",378,"freshwater",-1.14715699120164
"379",0.504081332,0.575871254731116,0.16292302178193,1.3247442451966,"darkblue","HLH502",379,"freshwater",-1.14715699120164
"380",0.504081332,1.89836023736579,0.0368630679722982,1.41060882925339,"darkblue","HLH502",380,"freshwater",-1.14715699120164
"381",0.504081332,1.32848897082426,0.185537150841638,1.31723419185978,"darkblue","HLH502",381,"freshwater",-1.14715699120164
"382",0.504081332,0.683903809702611,0.0276696537941344,1.42718432508478,"darkblue","HLH502",382,"freshwater",-1.14715699120164
"383",0.504081332,1.47899136114285,0.0112802815707919,1.47902892342851,"darkblue","HLH503",383,"freshwater",-1.14715699120164
"384",0.504081332,1.23736270477418,0.0397871218398274,1.4061983231642,"darkblue","HLH503",384,"freshwater",-1.14715699120164
"385",0.504081332,2.11777281486565,0.0366015115810595,1.41102025802653,"darkblue","HLH503",385,"freshwater",-1.14715699120164
"386",0.504081332,1.1337449939494,0.0837129332279675,1.36321886137459,"darkblue","HLH503",386,"freshwater",-1.14715699120164
"387",0.504081332,1.25751632842076,0.153744725984376,1.32809455802545,"darkblue","HLH504",387,"freshwater",-1.14715699120164
"388",0.504081332,0.712394152772024,0.00816641126111415,1.4976933155034,"darkblue","HLH504",388,"freshwater",-1.14715699120164
"389",0.504081332,0.596747649484529,0.0212609816773689,1.44240713017408,"darkblue","HLH504",389,"freshwater",-1.14715699120164
"390",0.504081332,1.30095140519516,0.0150647636713221,1.46231311661435,"darkblue","HLH504",390,"freshwater",-1.14715699120164
"391",0.504081332,0.00642297217693935,0.296416001425195,1.29016388433622,"darkblue","HLH505",391,"freshwater",-1.14715699120164
"392",0.504081332,1.42341328669083,0.122564447844832,1.34119071506142,"darkblue","HLH505",392,"freshwater",-1.14715699120164
"393",0.504081332,0.643153140404132,0.00998468295920732,1.48607828092453,"darkblue","HLH505",393,"freshwater",-1.14715699120164
"394",0.504081332,-0.0104540531851254,0.135036019318046,1.33559159619663,"darkblue","HLH505",394,"freshwater",-1.14715699120164
"495",0.454082725,2.04769284336526,0.0472077696843566,1.39631711130716,"darkblue","HLH613",495,"freshwater",-1.18118545349881
"516",3.614062155,0.424501010127962,0.0358970623193234,1.41214315370257,"darkblue","HLH629",516,"freshwater",0.969459281334776
"517",3.614062155,-0.0407753127069854,0.0242526438109853,1.43480030838645,"darkblue","HLH629",517,"freshwater",0.969459281334776
"518",3.614062155,0.184352653476138,0.0498474809805165,1.39317334682271,"darkblue","HLH629",518,"freshwater",0.969459281334776
"519",3.614062155,-0.442530886394392,0.0537218775056401,1.38884839797509,"darkblue","HLH629",519,"freshwater",0.969459281334776
"520",3.614062155,0.0219947787738442,0.0371713579359797,1.41012762033216,"darkblue","HLH629",520,"freshwater",0.969459281334776
"521",3.614062155,-0.0593924262855851,0.0808017050860825,1.36526399890482,"darkblue","HLH629",521,"freshwater",0.969459281334776
"522",3.614062155,0.589018590353194,0.0239158192400182,1.43560838686654,"darkblue","HLH629",522,"freshwater",0.969459281334776
"523",3.614062155,-0.196539753878453,0.14396424279339,1.33189234145197,"darkblue","HLH629",523,"freshwater",0.969459281334776
"524",3.614062155,0.724860920154705,0.0255107078527831,1.43187823471542,"darkblue","HLH630",524,"freshwater",0.969459281334776
"525",3.614062155,0.365135493494724,0.109216883920885,1.34785279453906,"darkblue","HLH630",525,"freshwater",0.969459281334776
"526",3.614062155,0.961324162110323,0.0357847525551384,1.41232421030425,"darkblue","HLH630",526,"freshwater",0.969459281334776
"527",3.614062155,0.307093401792925,0.0111306235469644,1.4798006306274,"darkblue","HLH630",527,"freshwater",0.969459281334776
"528",3.614062155,0.298492422172859,0.0107785518220914,1.48165778493454,"darkblue","HLH631",528,"freshwater",0.969459281334776
"529",3.614062155,0.367785125680124,0.0570877631011406,1.38533715475751,"darkblue","HLH631",529,"freshwater",0.969459281334776
"530",3.614062155,0.291007064233693,0.157161431922782,1.32682456525392,"darkblue","HLH631",530,"freshwater",0.969459281334776
"531",3.614062155,0.185550245139811,0.050805588196024,1.39207331387625,"darkblue","HLH631",531,"freshwater",0.969459281334776
"532",4.145719188,-0.342560260737991,0.0915933993909997,1.35802066624639,"darkblue","HLH632",532,"freshwater",1.33129878823267
"533",4.145719188,-0.19954977782818,0.0538481495323884,1.38871274742497,"darkblue","HLH632",533,"freshwater",1.33129878823267
"534",4.145719188,0.46939736693604,0.350763088688609,1.28043683146433,"darkblue","HLH632",534,"freshwater",1.33129878823267
"535",4.145719188,-0.295870759904492,0.0958447475234131,1.35539917347799,"darkblue","HLH632",535,"freshwater",1.33129878823267
"536",4.145719188,-0.115714837446316,0.247257456464143,1.30064129904683,"darkblue","HLH632",536,"freshwater",1.33129878823267
"537",4.145719188,-0.385595015584151,0.180647224753803,1.31877743298479,"darkblue","HLH632",537,"freshwater",1.33129878823267
"538",4.145719188,0.8208233264826,0.240438774121077,1.3022570887911,"darkblue","HLH632",538,"freshwater",1.33129878823267
"539",4.145719188,-1.27008727730882,0.282190191000497,1.29300564146167,"darkblue","HLH632",539,"freshwater",1.33129878823267
"540",4.145719188,1.17152531489998,0.435124828760373,1.26798403372947,"darkblue","HLH633",540,"freshwater",1.33129878823267
"541",4.145719188,0.295245433836731,0.0465692214251804,1.39710399334153,"darkblue","HLH633",541,"freshwater",1.33129878823267
"542",4.145719188,2.13869686341755,0.109004992792142,1.34796500158036,"darkblue","HLH633",542,"freshwater",1.33129878823267
"543",4.145719188,-0.144140994679091,0.0851744959121114,1.3622187774415,"darkblue","HLH633",543,"freshwater",1.33129878823267
"544",4.145719188,-0.0980398435413374,0.0988107706729808,1.35363822391507,"darkblue","HLH634",544,"freshwater",1.33129878823267
"545",4.145719188,-0.00161576183625649,0.0373082031632427,1.40991529660876,"darkblue","HLH634",545,"freshwater",1.33129878823267
"546",4.145719188,-1.08068678157212,0.796713907838578,1.23303523160543,"darkblue","HLH634",546,"freshwater",1.33129878823267
"547",4.145719188,-0.0688405962179723,0.0907776516409419,1.3585375684296,"darkblue","HLH634",547,"freshwater",1.33129878823267
"622",5.40789035,3.78418963366796,0.0617699724312438,1.38078251887227,"darkblue","HLH700",622,"freshwater",2.19031759647032
"623",5.522041957,2.70805020075021,0.0249481481497387,1.43316664653739,"darkblue","HLH701",623,"freshwater",2.26800783401954
"633",1.785813955,0.837548995316105,0.0650597272213944,1.37778442327684,"darkcyan","JES001",633,"marine",-0.274824883293149
"634",1.785813955,0.837395252843561,0.0154277723435621,1.46093733513263,"darkcyan","JES001",634,"marine",-0.274824883293149
"635",1.785813955,1.39574325031782,0.0739833277443364,1.37035776151822,"darkcyan","JES001",635,"marine",-0.274824883293149
"636",1.785813955,0.452927663068229,0.0313681012222343,1.41993555720466,"darkcyan","JES001",636,"marine",-0.274824883293149
"638",1.785813955,1.41044179174228,0.13433312853554,1.33589313726407,"darkcyan","JES002",638,"marine",-0.274824883293149
"639",1.785813955,1.14160467773554,0.0316672597632018,1.41938712126203,"darkcyan","JES002",639,"marine",-0.274824883293149
"640",1.785813955,-0.233503585534659,0.00457448614208955,1.53117870042116,"darkcyan","JES002",640,"marine",-0.274824883293149
"641",1.785813955,0.89518011406069,0.0473721861621262,1.39611622415727,"darkcyan","JES002",641,"marine",-0.274824883293149
"642",1.785813955,2.46564604424618,0.342706564858172,1.28177942719455,"darkcyan","JES002",642,"marine",-0.274824883293149
"643",2.040336908,0.998528830111127,0.460603565525933,1.26469609127856,"darkcyan","JES003",643,"marine",-0.101599563037268
"644",2.040336908,-0.0879118723228799,0.0417089295518013,1.40347274040635,"darkcyan","JES003",644,"marine",-0.101599563037268
"645",2.040336908,0.542040643113915,1.60034952799213,1.19273492969842,"darkcyan","JES003",645,"marine",-0.101599563037268
"646",2.040336908,-0.149992669678595,0.0316079698939571,1.41949540229146,"darkcyan","JES003",646,"marine",-0.101599563037268
"648",1.601069663,-0.0259754864032607,0.053164401068236,1.38945111572811,"darkcyan","JES004",648,"marine",-0.400559669763059
"649",1.601069663,0.230016430601972,0.184389928100129,1.3175925675175,"darkcyan","JES004",649,"marine",-0.400559669763059
"650",1.601069663,0.3983476403393,0.0543929646569303,1.38813109163517,"darkcyan","JES004",650,"marine",-0.400559669763059
"651",1.601069663,-0.831297519040762,0.252697521559553,1.2993838342759,"darkcyan","JES004",651,"marine",-0.400559669763059
"652",1.601069663,-1.36192577010293,0.22474860183202,1.30615623973452,"darkcyan","JES004",652,"marine",-0.400559669763059
"653",1.601069663,-0.165424756400476,0.0619731233303745,1.38059280300803,"darkcyan","JES005",653,"marine",-0.400559669763059
"654",0.706940503,0.415721608275353,0.210881461824893,1.30983601501676,"darkcyan","JES017",654,"marine",-1.00909343171074
"655",0.027398974,0.447014111021037,0.0985659328825998,1.35378157080312,"darkcyan","JES017",655,"marine",-1.4715813826037
"656",1.868755385,0.189490046272567,0.211480545822765,1.3096721038086,"darkcyan","JES018",656,"marine",-0.218375924152592
"657",1.868755385,0.185027918391697,0.169079270620562,1.32260120482506,"darkcyan","JES018",657,"marine",-0.218375924152592
"658",0.027398974,-0.153645756817288,0.0886155773574179,1.35993037587465,"darkcyan","JES019",658,"marine",-1.4715813826037
"659",0.027398974,0.660203024840591,0.16363880686291,1.32449095207002,"darkcyan","JES019",659,"marine",-1.4715813826037
"660",1.868755385,-0.278379679789467,0.0388845651339763,1.40752413098144,"darkcyan","JES020",660,"marine",-0.218375924152592
"661",1.868755385,-0.412244795093543,0.157263519228929,1.32678704547735,"darkcyan","JES020",661,"marine",-0.218375924152592
"662",0.78845736,-0.0372535915410155,0.0279738038458889,1.42655266476252,"darkcyan","JES022",662,"marine",-0.953614020154176
"663",0.78845736,0.94953479045331,0.0685201401669302,1.37479016276124,"darkcyan","JES022",663,"marine",-0.953614020154176
"664",0.78845736,0.648026745279476,0.560251479176159,1.25338004575467,"darkcyan","JES022",664,"marine",-0.953614020154176
"677",0.368325561,1.99510039324609,0.567827836993854,1.25260391863755,"darkcyan","JES029",677,"marine",-1.23955076799418
