"","X","LRR","var.LRR","col","scale","pr.st","Source"
"62",4.02535169073515,0.058268908,1,"darkgreen",1,-0.155459760851709,"Lee and Jose 2003"
"63",4.71849887129509,0.122217633,1,"darkgreen",1,0.0303854576211463,"Lee and Jose 2003"
"64",5.41164605185504,0.231111721,1,"darkgreen",1,0.216230676094001,"Lee and Jose 2003"
"65",4.78749174278205,-0.083381609,1,"darkgreen",1,0.0488836866180589,"Jourdan et al. 2008"
"66",3.55534806148941,0.157003749,1,"darkgreen",1,-0.281476182197672,"Persson and Ahlstron 2001"
"67",2.484906649788,-0.235722334,1,"darkgreen",1,-0.568480765927398,"Persson and Ahlstron 2001"
"68",5.01063529409626,0.470003629,1,"darkgreen",1,0.108712483744951,"Persson and Ahlstrom 1990"
"69",5.01063529409626,-0.010050336,1,"darkgreen",1,0.108712483744951,"Persson and Ahlstrom 1990"
"70",4.60517018598809,0.21511138,1,"darkgreen",1,0,"Persson and Ahlstrom 1990"
"71",5.01063529409626,-0.139262067,1,"darkgreen",1,0.108712483744951,"Persson and Ahlstrom 1990"
"72",5.41610040220442,-0.162518929,1,"darkgreen",1,0.217424967489902,"Persson and Ahlstrom 1990"
"73",5.01063529409626,0.657520003,1,"darkgreen",1,0.108712483744951,"Persson and Ahlstrom 1990"
"74",5.01063529409626,-0.673344553,1,"darkgreen",1,0.108712483744951,"Persson and Ahlstrom 1990"
"75",5.01063529409626,-0.371063681,1,"darkgreen",1,0.108712483744951,"Persson and Ahlstrom 1990"
"76",4.60517018598809,0.641853886,1,"darkgreen",1,0,"D'Antonio and Mack. 2006"
"77",2.99573227355399,0.148420005,1,"darkgreen",1,-0.431519234072602,"Dukes et al. 2005"
"78",4.60517018598809,-0.223143551,1,"darkgreen",1,0,"Bobbink 1991"
"79",4.60517018598809,-0.356674944,1,"darkgreen",1,0,"Bobbink 1991"
"80",5.29831736654804,-0.040821995,1,"darkgreen",1,0.185845218472855,"Barger et al 2002"
